InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceDay,InvoiceMonth,InvoiceYear,InvoiceHour,DayOfWeek,IsUk,TotalPrice,IsWeekend,Sales_Lag_1,Sales_Lag_7,Sales_Mean_7,Sales_Mean_30,Trend_Lag1_vs_Lag7,DailyTotal
C560396,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,-96,2011-07-18,0.85,18087.0,United Kingdom,18,7,2011,13,0,1,-81.6,0,-81.6,-8.25,-43.71999999999999,-25.9963333333333,-73.35,-942.76
C560409,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-6,2011-07-18,2.95,16717.0,United Kingdom,18,7,2011,14,0,1,-17.700000000000003,0,-81.6,-2.95,-45.82714285714286,-26.444666666666635,-78.64999999999999,-942.76
C560409,84949,SILVER HANGING T-LIGHT HOLDER,-6,2011-07-18,1.65,16717.0,United Kingdom,18,7,2011,14,0,1,-9.9,0,-17.700000000000003,-2.95,-46.81999999999999,-20.807999999999968,-14.750000000000004,-942.76
C560409,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-16,2011-07-18,0.65,16717.0,United Kingdom,18,7,2011,14,0,1,-10.4,0,-9.9,-25.44,-44.67142857142857,-21.099666666666632,15.540000000000001,-942.76
C560409,84078A,SET/4 WHITE RETRO STORAGE CUBES ,-1,2011-07-18,39.95,16717.0,United Kingdom,18,7,2011,14,0,1,-39.95,0,-10.4,-29.9,-46.107142857142854,-21.737999999999964,19.5,-942.76
C560409,82494L,WOODEN FRAME ANTIQUE WHITE ,-6,2011-07-18,2.95,16717.0,United Kingdom,18,7,2011,14,0,1,-17.700000000000003,0,-39.95,-81.6,-36.978571428571435,-21.702999999999967,41.64999999999999,-942.76
C560409,82486,WOOD S/3 CABINET ANT WHITE FINISH,-4,2011-07-18,8.95,16717.0,United Kingdom,18,7,2011,14,0,1,-35.8,0,-17.700000000000003,-81.6,-30.435714285714287,-19.4963333333333,63.89999999999999,-942.76
C560409,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-4,2011-07-18,6.95,16717.0,United Kingdom,18,7,2011,14,0,1,-27.8,0,-35.8,-81.6,-22.75,-19.997999999999966,45.8,-942.76
C560409,82482,WOODEN PICTURE FRAME WHITE FINISH,-6,2011-07-18,2.55,16717.0,United Kingdom,18,7,2011,14,0,1,-15.3,0,-27.8,-17.700000000000003,-22.407142857142862,-20.224666666666632,-10.099999999999998,-942.76
C560409,71459,HANGING JAM JAR T-LIGHT HOLDER,-12,2011-07-18,0.85,16717.0,United Kingdom,18,7,2011,14,0,1,-10.2,0,-15.3,-9.9,-22.45,-20.232999999999965,-5.4,-942.76
C560409,48184,DOORMAT ENGLISH ROSE ,-2,2011-07-18,7.95,16717.0,United Kingdom,18,7,2011,14,0,1,-15.9,0,-10.2,-10.4,-23.235714285714288,-20.431333333333296,0.20000000000000107,-942.76
C560409,48138,DOORMAT UNION FLAG,-2,2011-07-18,7.95,16717.0,United Kingdom,18,7,2011,14,0,1,-15.9,0,-15.9,-39.95,-19.8,-20.6663333333333,24.050000000000004,-942.76
C560409,23233,WRAP POPPIES  DESIGN,-25,2011-07-18,0.42,16717.0,United Kingdom,18,7,2011,14,0,1,-10.5,0,-15.9,-17.700000000000003,-18.771428571428572,-19.684666666666637,1.8000000000000025,-942.76
C560409,23232,WRAP VINTAGE LEAF DESIGN,-25,2011-07-18,0.42,16717.0,United Kingdom,18,7,2011,14,0,1,-10.5,0,-10.5,-35.8,-15.157142857142857,-19.8363333333333,25.299999999999997,-942.76
C560409,23075,PARLOUR CERAMIC WALL HOOK,-4,2011-07-18,4.15,16717.0,United Kingdom,18,7,2011,14,0,1,-16.6,0,-10.5,-27.8,-13.557142857142859,-20.341333333333296,17.3,-942.76
C560409,22986,WRAP GINGHAM ROSE ,-25,2011-07-18,0.42,16717.0,United Kingdom,18,7,2011,14,0,1,-10.5,0,-16.6,-15.3,-12.87142857142857,-20.294666666666632,-1.3000000000000007,-942.76
C560409,22897,OVEN MITT APPLES DESIGN,-10,2011-07-18,1.45,16717.0,United Kingdom,18,7,2011,14,0,1,-14.5,0,-10.5,-10.2,-13.485714285714286,-20.612999999999964,-0.3000000000000007,-942.76
C560409,22798,ANTIQUE GLASS DRESSING TABLE POT,-8,2011-07-18,2.95,16717.0,United Kingdom,18,7,2011,14,0,1,-23.6,0,-14.5,-15.9,-14.585714285714285,-21.257999999999964,1.4000000000000004,-942.76
C560409,22794,SWEETHEART WIRE MAGAZINE RACK,-2,2011-07-18,7.95,16717.0,United Kingdom,18,7,2011,14,0,1,-15.9,0,-23.6,-15.9,-14.585714285714285,-21.717999999999968,-7.700000000000001,-942.76
C560409,22784,LANTERN CREAM GAZEBO ,-3,2011-07-18,4.95,16717.0,United Kingdom,18,7,2011,14,0,1,-14.85,0,-15.9,-10.5,-15.207142857142856,-22.16466666666663,-5.4,-942.76
C560409,22776,SWEETHEART CAKESTAND 3 TIER,-2,2011-07-18,9.95,16717.0,United Kingdom,18,7,2011,14,0,1,-19.9,0,-14.85,-10.5,-16.55,-22.662999999999965,-4.35,-942.76
C560409,22704,WRAP RED APPLES ,-25,2011-07-18,0.42,16717.0,United Kingdom,18,7,2011,14,0,1,-10.5,0,-19.9,-16.6,-15.678571428571429,-22.8713333333333,-3.299999999999997,-942.76
C560409,22675,FRENCH KITCHEN SIGN BLUE METAL,-12,2011-07-18,1.25,16717.0,United Kingdom,18,7,2011,14,0,1,-15.0,0,-10.5,-10.5,-16.321428571428573,-23.106333333333296,0.0,-942.76
C560409,22672,FRENCH BATHROOM SIGN BLUE METAL,-12,2011-07-18,1.65,16717.0,United Kingdom,18,7,2011,14,0,1,-19.8,0,-15.0,-14.5,-17.07857142857143,-23.491333333333298,-0.5,-942.76
C560409,22485,SET OF 2 WOODEN MARKET CRATES,-2,2011-07-18,12.75,16717.0,United Kingdom,18,7,2011,14,0,1,-25.5,0,-19.8,-23.6,-17.349999999999998,-24.242999999999963,3.8000000000000007,-942.76
C560409,21755,LOVE BUILDING BLOCK WORD,-3,2011-07-18,5.95,16717.0,United Kingdom,18,7,2011,14,0,1,-17.85,0,-25.5,-15.9,-17.62857142857143,-24.739666666666633,-9.6,-942.76
C560409,21749,LARGE RED RETROSPOT WINDMILL,-6,2011-07-18,2.1,16717.0,United Kingdom,18,7,2011,14,0,1,-12.6,0,-17.85,-14.85,-17.307142857142857,-24.311666666666632,-3.0000000000000018,-942.76
C560409,21746,SMALL RED RETROSPOT WINDMILL,-12,2011-07-18,1.25,16717.0,United Kingdom,18,7,2011,14,0,1,-15.0,0,-12.6,-19.9,-16.607142857142858,-23.814999999999966,7.299999999999999,-942.76
C560409,21523,DOORMAT FANCY FONT HOME SWEET HOME,-2,2011-07-18,7.95,16717.0,United Kingdom,18,7,2011,14,0,1,-15.9,0,-15.0,-10.5,-17.37857142857143,-21.624999999999964,-4.5,-942.76
C560409,20718,RED RETROSPOT SHOPPER BAG,-10,2011-07-18,1.25,16717.0,United Kingdom,18,7,2011,14,0,1,-12.5,0,-15.9,-15.0,-17.021428571428572,-19.321666666666633,-0.9000000000000004,-942.76
C560409,20717,STRAWBERRY SHOPPER BAG,-10,2011-07-18,1.25,16717.0,United Kingdom,18,7,2011,14,0,1,-12.5,0,-12.5,-19.8,-15.97857142857143,-17.0183333333333,7.300000000000001,-942.76
C560409,15036,ASSORTED COLOURS SILK FAN,-24,2011-07-18,0.83,16717.0,United Kingdom,18,7,2011,14,0,1,-19.92,0,-12.5,-25.5,-15.181428571428572,-17.092333333333297,13.0,-942.76
C560474,21429,RED GINGHAM ROSE JEWELLERY BOX,-2,2011-07-19,1.95,12705.0,Germany,19,7,2011,10,1,0,-3.9,0,-19.92,-17.85,-13.188571428571427,-16.8923333333333,-2.0700000000000003,-268.5
C560526,22197,POPCORN HOLDER,-4,2011-07-19,0.72,16401.0,United Kingdom,19,7,2011,11,1,1,-2.88,0,-3.9,-12.6,-11.8,-16.641666666666634,8.7,-268.5
C560526,20725,LUNCH BAG RED RETROSPOT,-2,2011-07-19,1.65,16401.0,United Kingdom,19,7,2011,11,1,1,-3.3,0,-2.88,-15.0,-10.12857142857143,-15.419999999999964,12.120000000000001,-268.5
C560533,22493,PAINT YOUR OWN CANVAS SET,-2,2011-07-19,1.65,16488.0,United Kingdom,19,7,2011,12,1,1,-3.3,0,-3.3,-15.9,-8.328571428571427,-14.939999999999966,12.600000000000001,-268.5
C560533,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,-2,2011-07-19,1.65,16488.0,United Kingdom,19,7,2011,12,1,1,-3.3,0,-3.3,-12.5,-7.014285714285713,-13.856666666666632,9.2,-268.5
C560556,84949,SILVER HANGING T-LIGHT HOLDER,-5,2011-07-19,1.65,13089.0,United Kingdom,19,7,2011,13,1,1,-8.25,0,-3.3,-12.5,-6.407142857142857,-13.204999999999965,9.2,-268.5
C560556,23171,REGENCY TEA PLATE GREEN ,-1,2011-07-19,1.65,13089.0,United Kingdom,19,7,2011,13,1,1,-1.65,0,-8.25,-19.92,-3.7971428571428567,-12.749999999999966,11.670000000000002,-268.5
C560556,22360,GLASS JAR ENGLISH CONFECTIONERY,-2,2011-07-19,2.95,13089.0,United Kingdom,19,7,2011,13,1,1,-5.9,0,-1.65,-3.9,-4.082857142857143,-12.606666666666632,2.25,-268.5
C560556,22364,GLASS JAR DIGESTIVE BISCUITS,-4,2011-07-19,2.95,13089.0,United Kingdom,19,7,2011,13,1,1,-11.8,0,-5.9,-2.88,-5.357142857142857,-12.469999999999967,-3.0200000000000005,-268.5
C560558,23170,REGENCY TEA PLATE ROSES ,-2,2011-07-19,1.65,12921.0,United Kingdom,19,7,2011,13,1,1,-3.3,0,-11.8,-3.3,-5.357142857142857,-12.049999999999965,-8.5,-268.5
C560559,21314,SMALL GLASS HEART TRINKET POT,-3,2011-07-19,0.85,16145.0,United Kingdom,19,7,2011,13,1,1,-2.55,0,-3.3,-3.3,-5.25,-11.784999999999966,0.0,-268.5
C560559,21067,VINTAGE RED TEATIME MUG,-3,2011-07-19,1.25,16145.0,United Kingdom,19,7,2011,13,1,1,-3.75,0,-2.55,-3.3,-5.314285714285715,-11.559999999999967,0.75,-268.5
C560559,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,2011-07-19,2.95,16145.0,United Kingdom,19,7,2011,13,1,1,-2.95,0,-3.75,-8.25,-4.557142857142858,-11.104999999999965,4.5,-268.5
C560560,22423,REGENCY CAKESTAND 3 TIER,-1,2011-07-19,12.75,17738.0,United Kingdom,19,7,2011,13,1,1,-12.75,0,-2.95,-1.65,-6.142857142857143,-11.179999999999966,-1.3000000000000003,-268.5
C560560,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2011-07-19,2.95,17738.0,United Kingdom,19,7,2011,13,1,1,-2.95,0,-12.75,-5.9,-5.721428571428571,-10.794999999999966,-6.85,-268.5
C560561,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-1,2011-07-19,8.5,17651.0,United Kingdom,19,7,2011,13,1,1,-8.5,0,-2.95,-11.8,-5.25,-10.291666666666632,8.850000000000001,-268.5
C560561,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-3,2011-07-19,3.29,17651.0,United Kingdom,19,7,2011,13,1,1,-9.87,0,-8.5,-3.3,-6.188571428571429,-10.090666666666634,-5.2,-268.5
C560563,23173,REGENCY TEAPOT ROSES ,-1,2011-07-19,9.95,14911.0,EIRE,19,7,2011,13,1,0,-9.95,0,-9.87,-2.55,-7.2457142857142856,-9.9273333333333,-7.319999999999999,-268.5
C560563,23174,REGENCY SUGAR BOWL GREEN,-2,2011-07-19,4.15,14911.0,EIRE,19,7,2011,13,1,0,-8.3,0,-9.95,-3.75,-7.895714285714285,-9.540666666666633,-6.199999999999999,-268.5
C560564,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2011-07-19,2.95,12468.0,Germany,19,7,2011,13,1,0,-2.95,0,-8.3,-2.95,-7.895714285714286,-9.288999999999966,-5.3500000000000005,-268.5
C560564,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,-1,2011-07-19,2.55,12468.0,Germany,19,7,2011,13,1,0,-2.55,0,-2.95,-12.75,-6.438571428571428,-8.873999999999967,9.8,-268.5
C560585,22179,SET 10 NIGHT OWL LIGHTS,-21,2011-07-19,5.95,13941.0,United Kingdom,19,7,2011,15,1,1,-124.95,0,-2.55,-2.95,-23.867142857142856,-12.378999999999966,0.40000000000000036,-268.5
C560588,23089,GLASS BON BON JAR,-2,2011-07-19,1.65,13767.0,United Kingdom,19,7,2011,15,1,1,-3.3,0,-124.95,-8.5,-23.124285714285715,-11.638999999999966,-116.45,-268.5
C560588,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2011-07-19,2.95,13767.0,United Kingdom,19,7,2011,15,1,1,-2.95,0,-3.3,-9.87,-22.135714285714283,-11.142333333333301,6.569999999999999,-268.5
C560589,85132C,CHARLIE AND LOLA FIGURES TINS,-2,2011-07-19,1.95,15249.0,United Kingdom,19,7,2011,15,1,1,-3.9,0,-2.95,-9.95,-21.271428571428572,-10.852333333333299,6.999999999999999,-268.5
C560589,23031,DRAWER KNOB CRACKLE GLAZE PINK,-1,2011-07-19,1.65,15249.0,United Kingdom,19,7,2011,15,1,1,-1.65,0,-3.9,-8.3,-20.321428571428573,-10.4073333333333,4.4,-268.5
C560589,23029,DRAWER KNOB CRACKLE GLAZE GREEN,-1,2011-07-19,1.65,15249.0,United Kingdom,19,7,2011,15,1,1,-1.65,0,-1.65,-2.95,-20.13571428571429,-9.9323333333333,1.3000000000000003,-268.5
C560589,21868,POTTING SHED TEA MUG,-11,2011-07-19,1.25,15249.0,United Kingdom,19,7,2011,15,1,1,-13.75,0,-1.65,-2.55,-21.735714285714288,-9.973999999999966,0.8999999999999999,-268.5
C560589,20982,12 PENCILS TALL TUBE SKULLS,-2,2011-07-19,0.85,15249.0,United Kingdom,19,7,2011,15,1,1,-1.7,0,-13.75,-124.95,-4.128571428571428,-9.613999999999967,111.2,-268.5
C560608,15056P,EDWARDIAN PARASOL PINK,-1,2011-07-20,5.95,16271.0,United Kingdom,20,7,2011,10,2,1,-5.95,0,-1.7,-3.3,-4.507142857142857,-9.1483333333333,1.5999999999999999,-2039.3899999999999
C560643,22461,SAVOY ART DECO CLOCK,-1,2011-07-20,3.95,17866.0,United Kingdom,20,7,2011,11,2,1,-3.95,0,-5.95,-2.95,-4.6499999999999995,-9.149999999999967,-3.0,-2039.3899999999999
C560649,84857B,BLUE MONTE CARLO HANDBAG,-2,2011-07-20,1.95,17581.0,United Kingdom,20,7,2011,11,2,1,-3.9,0,-3.95,-3.9,-4.65,-9.183999999999966,-0.050000000000000266,-2039.3899999999999
C560649,21845,DAIRY MAID STRIPE MUG,-4,2011-07-20,0.79,17581.0,United Kingdom,20,7,2011,11,2,1,-3.16,0,-3.9,-1.65,-4.865714285714286,-9.1793333333333,-2.25,-2039.3899999999999
C560649,21530,DAIRY MAID TOASTRACK,-8,2011-07-20,0.79,17581.0,United Kingdom,20,7,2011,11,2,1,-6.32,0,-3.16,-1.65,-5.532857142857144,-9.279999999999967,-1.5100000000000002,-2039.3899999999999
C560652,23202,JUMBO BAG VINTAGE LEAF,-1,2011-07-20,2.08,16393.0,United Kingdom,20,7,2011,11,2,1,-2.08,0,-6.32,-13.75,-3.865714285714286,-9.239333333333299,7.43,-2039.3899999999999
C560652,23206,LUNCH BAG APPLE DESIGN,-1,2011-07-20,1.65,16393.0,United Kingdom,20,7,2011,11,2,1,-1.65,0,-2.08,-1.7,-3.858571428571429,-9.019333333333298,-0.3800000000000001,-2039.3899999999999
C560654,23026,DRAWER KNOB VINTAGE GLASS STAR,-2,2011-07-20,2.08,16255.0,United Kingdom,20,7,2011,11,2,1,-4.16,0,-1.65,-5.95,-3.602857142857143,-9.102999999999968,4.300000000000001,-2039.3899999999999
C560654,23147,SINGLE ANTIQUE ROSE HOOK IVORY,-1,2011-07-20,1.45,16255.0,United Kingdom,20,7,2011,11,2,1,-1.45,0,-4.16,-3.95,-3.2457142857142856,-8.954666666666633,-0.20999999999999996,-2039.3899999999999
C560687,22156,HEART DECORATION WITH PEARLS ,-27,2011-07-20,0.85,14606.0,United Kingdom,20,7,2011,11,2,1,-22.95,0,-1.45,-3.9,-5.967142857142856,-9.326333333333299,2.45,-2039.3899999999999
C560687,22998,TRAVEL CARD WALLET KEEP CALM,-1,2011-07-20,0.42,14606.0,United Kingdom,20,7,2011,11,2,1,-0.42,0,-22.95,-3.16,-5.575714285714285,-9.2303333333333,-19.79,-2039.3899999999999
C560699,15039,SANDALWOOD FAN,-4,2011-07-20,0.85,13217.0,United Kingdom,20,7,2011,12,2,1,-3.4,0,-0.42,-6.32,-5.1585714285714275,-9.258666666666633,5.9,-2039.3899999999999
C560733,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-360,2011-07-20,2.75,15298.0,United Kingdom,20,7,2011,14,2,1,-990.0,0,-3.4,-2.08,-146.29,-42.13366666666663,-1.3199999999999998,-2039.3899999999999
C560735,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-360,2011-07-20,2.75,16013.0,United Kingdom,20,7,2011,14,2,1,-990.0,0,-990.0,-1.65,-287.48285714285714,-75.0353333333333,-988.35,-2039.3899999999999
C560818,22842,BISCUIT TIN VINTAGE RED,-1,2011-07-21,6.75,17811.0,United Kingdom,21,7,2011,10,3,1,-6.75,0,-990.0,-4.16,-287.8528571428571,-74.8353333333333,-985.84,-612.64
C560818,22197,POPCORN HOLDER,-1,2011-07-21,0.72,17811.0,United Kingdom,21,7,2011,10,3,1,-0.72,0,-6.75,-1.45,-287.7485714285714,-74.76099999999997,-5.3,-612.64
C560832,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,2011-07-21,4.95,13488.0,United Kingdom,21,7,2011,12,3,1,-4.95,0,-0.72,-22.95,-285.1771428571429,-74.64266666666664,22.23,-612.64
C560855,22742,MAKE YOUR OWN PLAYTIME CARD KIT,-2,2011-07-21,2.95,14410.0,United Kingdom,21,7,2011,13,3,1,-5.9,0,-4.95,-0.42,-285.96,-74.51033333333329,-4.53,-612.64
C560855,23177,TREASURE ISLAND BOOK BOX,-2,2011-07-21,2.25,14410.0,United Kingdom,21,7,2011,13,3,1,-4.5,0,-5.9,-3.4,-286.1171428571428,-74.32866666666662,-2.5000000000000004,-612.64
C560855,23193,BUFFALO BILL TREASURE BOOK BOX,-2,2011-07-21,2.25,14410.0,United Kingdom,21,7,2011,13,3,1,-4.5,0,-4.5,-990.0,-145.33142857142857,-74.20199999999996,985.5,-612.64
C560855,23176,ABC TREASURE BOOK BOX ,-1,2011-07-21,2.25,14410.0,United Kingdom,21,7,2011,13,3,1,-2.25,0,-4.5,-990.0,-4.224285714285714,-74.17866666666663,985.5,-612.64
C560855,21248,DOOR HANGER  MUM + DADS ROOM,-1,2011-07-21,1.45,14410.0,United Kingdom,21,7,2011,13,3,1,-1.45,0,-2.25,-6.75,-3.467142857142857,-74.14199999999997,4.5,-612.64
C560855,21623,VINTAGE UNION JACK MEMOBOARD,-1,2011-07-21,9.95,14410.0,United Kingdom,21,7,2011,13,3,1,-9.95,0,-1.45,-0.72,-4.785714285714286,-70.30866666666662,-0.73,-612.64
C560855,47591D,PINK FAIRY CAKE CHILDRENS APRON,-1,2011-07-21,1.95,14410.0,United Kingdom,21,7,2011,13,3,1,-1.95,0,-9.95,-4.95,-4.357142857142857,-70.26366666666664,-4.999999999999999,-612.64
C560855,22367,CHILDRENS APRON SPACEBOY DESIGN,-1,2011-07-21,1.95,14410.0,United Kingdom,21,7,2011,13,3,1,-1.95,0,-1.95,-5.9,-3.7928571428571423,-70.23033333333329,3.95,-612.64
C560855,22899,CHILDREN'S APRON DOLLY GIRL ,-1,2011-07-21,2.1,14410.0,United Kingdom,21,7,2011,13,3,1,-2.1,0,-1.95,-4.5,-3.4499999999999997,-70.17033333333329,2.55,-612.64
C560855,21156,RETROSPOT CHILDRENS APRON,-1,2011-07-21,1.95,14410.0,United Kingdom,21,7,2011,13,3,1,-1.95,0,-2.1,-4.5,-3.0857142857142854,-70.1803333333333,2.4,-612.64
C560855,22968,ROSE COTTAGE KEEPSAKE BOX ,-1,2011-07-21,9.95,14410.0,United Kingdom,21,7,2011,13,3,1,-9.95,0,-1.95,-2.25,-4.185714285714285,-70.45699999999997,0.30000000000000004,-612.64
C560855,21205,MULTICOLOUR 3D BALLS GARLAND,-1,2011-07-21,2.55,14410.0,United Kingdom,21,7,2011,13,3,1,-2.55,0,-9.95,-1.45,-4.3428571428571425,-70.08366666666664,-8.5,-612.64
C560855,21205,MULTICOLOUR 3D BALLS GARLAND,-2,2011-07-21,2.55,14410.0,United Kingdom,21,7,2011,13,3,1,-5.1,0,-2.55,-9.95,-3.6499999999999995,-70.19699999999996,7.3999999999999995,-612.64
C560855,21206,STRAWBERRY HONEYCOMB  GARLAND ,-2,2011-07-21,1.65,14410.0,United Kingdom,21,7,2011,13,3,1,-3.3,0,-5.1,-1.95,-3.8428571428571425,-70.10866666666662,-3.1499999999999995,-612.64
C560855,21209,MULTICOLOUR HONEYCOMB FAN,-2,2011-07-21,0.39,14410.0,United Kingdom,21,7,2011,13,3,1,-0.78,0,-3.3,-1.95,-3.6757142857142857,-70.00299999999996,-1.3499999999999999,-612.64
C560855,23178,JAM CLOCK MAGNET,-1,2011-07-21,2.89,14410.0,United Kingdom,21,7,2011,13,3,1,-2.89,0,-0.78,-2.1,-3.788571428571428,-69.9693333333333,1.32,-612.64
C560855,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,-2,2011-07-21,0.75,14410.0,United Kingdom,21,7,2011,13,3,1,-1.5,0,-2.89,-1.95,-3.724285714285714,-69.91399999999996,-0.9400000000000002,-612.64
C560855,47504H,ENGLISH ROSE SPIRIT LEVEL ,-4,2011-07-21,1.25,14410.0,United Kingdom,21,7,2011,13,3,1,-5.0,0,-1.5,-9.95,-3.017142857142857,-69.86999999999996,8.45,-612.64
C560855,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,2011-07-21,2.95,14410.0,United Kingdom,21,7,2011,13,3,1,-2.95,0,-5.0,-2.55,-3.0742857142857143,-69.89899999999997,-2.45,-612.64
C560855,23194,GYMKHANA TREASURE BOOK BOX,-2,2011-07-21,2.25,14410.0,United Kingdom,21,7,2011,13,3,1,-4.5,0,-2.95,-5.1,-2.988571428571429,-69.99399999999997,2.1499999999999995,-612.64
C560855,22811,SET OF 6 T-LIGHTS CACTI ,-1,2011-07-21,2.95,14410.0,United Kingdom,21,7,2011,13,3,1,-2.95,0,-4.5,-3.3,-2.9385714285714286,-69.95366666666662,-1.2000000000000002,-612.64
C560855,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,-5,2011-07-21,2.55,14410.0,United Kingdom,21,7,2011,13,3,1,-12.75,0,-2.95,-0.78,-4.648571428571429,-70.3303333333333,-2.17,-612.64
C560855,20934,SET/3 POT PLANT CANDLES,-6,2011-07-21,5.45,14410.0,United Kingdom,21,7,2011,13,3,1,-32.7,0,-12.75,-2.89,-8.907142857142857,-70.6553333333333,-9.86,-612.64
C560855,21875,KINGS CHOICE MUG,-1,2011-07-21,1.25,14410.0,United Kingdom,21,7,2011,13,3,1,-1.25,0,-32.7,-1.5,-8.871428571428572,-70.68299999999996,-31.200000000000003,-612.64
C560855,21874,GIN AND TONIC MUG,-3,2011-07-21,1.25,14410.0,United Kingdom,21,7,2011,13,3,1,-3.75,0,-1.25,-5.0,-8.692857142857143,-70.69466666666662,3.75,-612.64
C560855,21873,IF YOU CAN'T STAND THE HEAT MUG,-4,2011-07-21,1.25,14410.0,United Kingdom,21,7,2011,13,3,1,-5.0,0,-3.75,-2.95,-8.985714285714286,-37.8613333333333,-0.7999999999999998,-612.64
C560855,21872,GLAMOROUS  MUG,-4,2011-07-21,1.25,14410.0,United Kingdom,21,7,2011,13,3,1,-5.0,0,-5.0,-4.5,-9.057142857142859,-5.027999999999966,-0.5,-612.64
C560855,21877,HOME SWEET HOME MUG,-5,2011-07-21,1.25,14410.0,United Kingdom,21,7,2011,13,3,1,-6.25,0,-5.0,-2.95,-9.528571428571428,-5.011333333333299,-2.05,-612.64
C560855,21871,SAVE THE PLANET MUG,-5,2011-07-21,1.25,14410.0,United Kingdom,21,7,2011,13,3,1,-6.25,0,-6.25,-12.75,-8.6,-5.195666666666633,6.5,-612.64
C560855,22241,GARLAND WOODEN HAPPY EASTER,-2,2011-07-21,1.25,14410.0,United Kingdom,21,7,2011,13,3,1,-2.5,0,-6.25,-32.7,-4.285714285714286,-5.113999999999966,26.450000000000003,-612.64
C560855,21456,2 PICTURE BOOK EGGS EASTER CHICKS,-1,2011-07-21,1.25,14410.0,United Kingdom,21,7,2011,13,3,1,-1.25,0,-2.5,-1.25,-4.285714285714286,-4.958999999999966,-1.25,-612.64
C560855,22262,FELT EGG COSY CHICKEN,-4,2011-07-21,0.85,14410.0,United Kingdom,21,7,2011,13,3,1,-3.4,0,-1.25,-3.75,-4.235714285714286,-4.9223333333333,2.5,-612.64
C560855,22260,FELT EGG COSY BLUE RABBIT ,-4,2011-07-21,0.85,14410.0,United Kingdom,21,7,2011,13,3,1,-3.4,0,-3.4,-5.0,-4.007142857142857,-4.8856666666666335,1.6,-612.64
C560855,22261,FELT EGG COSY WHITE RABBIT ,-4,2011-07-21,0.85,14410.0,United Kingdom,21,7,2011,13,3,1,-3.4,0,-3.4,-5.0,-3.7785714285714285,-4.923999999999966,1.6,-612.64
C560855,84452,METAL RABBIT LADDER EASTER ,-4,2011-07-21,0.85,14410.0,United Kingdom,21,7,2011,13,3,1,-3.4,0,-3.4,-6.25,-3.3714285714285714,-4.988999999999965,2.85,-612.64
C560855,85188A,GREEN METAL SWINGING BUNNY,-3,2011-07-21,0.85,14410.0,United Kingdom,21,7,2011,13,3,1,-2.55,0,-3.4,-6.25,-2.8428571428571425,-4.7423333333333,2.85,-612.64
C560855,85186C,BUNNY EGG GARLAND,-20,2011-07-21,0.42,14410.0,United Kingdom,21,7,2011,13,3,1,-8.4,0,-2.55,-2.5,-3.685714285714286,-4.9573333333333,-0.04999999999999982,-612.64
C560855,22859,EASTER TIN BUNNY BOUQUET,-12,2011-07-21,1.65,14410.0,United Kingdom,21,7,2011,13,3,1,-19.8,0,-8.4,-1.25,-6.335714285714286,-5.552333333333299,-7.15,-612.64
C560855,22858,EASTER TIN KEEPSAKE,-6,2011-07-21,1.65,14410.0,United Kingdom,21,7,2011,13,3,1,-9.9,0,-19.8,-3.4,-7.264285714285714,-5.812333333333299,-16.400000000000002,-612.64
C560855,22860,EASTER TIN CHICKS PINK DAISY,-9,2011-07-21,1.65,14410.0,United Kingdom,21,7,2011,13,3,1,-14.85,0,-9.9,-3.4,-8.9,-6.2423333333333,-6.5,-612.64
C560860,22847,BREAD BIN DINER STYLE IVORY,-1,2011-07-21,16.95,13668.0,United Kingdom,21,7,2011,13,3,1,-16.95,0,-14.85,-3.4,-10.835714285714285,-6.4756666666666325,-11.45,-612.64
C560866,35921,EASTER BUNNY HANGING GARLAND,-1,2011-07-21,1.25,14410.0,United Kingdom,21,7,2011,14,3,1,-1.25,0,-16.95,-3.4,-10.528571428571428,-6.4323333333333,-13.549999999999999,-612.64
C560866,22325,MOBILE VINTAGE HEARTS ,-1,2011-07-21,4.95,14410.0,United Kingdom,21,7,2011,14,3,1,-4.95,0,-1.25,-2.55,-10.87142857142857,-6.427333333333299,1.2999999999999998,-612.64
C560866,47563A,RETRO LONGBOARD IRONING BOARD COVER,-4,2011-07-21,1.25,14410.0,United Kingdom,21,7,2011,14,3,1,-5.0,0,-4.95,-8.4,-10.385714285714286,-6.483999999999966,3.45,-612.64
